,celtics_wins,celtics_losses,celtics_ties,celtics_num_events,temp,patriots_wins,patriots_losses,patriots_ties,patriots_num_events,bruins_wins,bruins_losses,bruins_ties,bruins_num_events,red-sox_wins,red-sox_losses,red-sox_ties,red-sox_num_events,num_events,sum_wins,sum_losses,sports_composite,p_win,p_loss,sum_streak,sum_loss_streak,celtics_streak,celtics_loss_streak,patriots_streak,patriots_loss_streak,bruins_streak,bruins_loss_streak,red-sox_streak,red-sox_loss_streak,date,celtics_pe,patriots_pe,bruins_pe,red-sox_pe,sum_pe,sum_pe_with_na,mean_pe
2013-03-18,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2013-03-18,-0.663417757053,0.0,0.0,0.0,-0.663417757053,-0.663417757053,-0.663417757053
2013-03-19,,,,,0.0,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2013-03-19,0.0,0.0,-0.647895095634,0.0,-0.647895095634,-0.647895095634,-0.647895095634
2013-03-20,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2013-03-20,-0.597075981348,0.0,0.0,0.0,-0.597075981348,-0.597075981348,-0.597075981348
2013-03-21,,,,,0.0,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2013-03-21,0.0,0.0,0.41689441393,0.0,0.41689441393,0.41689441393,0.41689441393
2013-03-22,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2013-03-22,-0.537368383213,0.0,0.0,0.0,-0.537368383213,-0.537368383213,-0.537368383213
2013-03-23,0.0,1.0,0.0,1.0,0.0,,,,,0.0,1.0,0.0,1.0,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2013-03-23,-0.483631544892,0.0,-0.624795027463,0.0,-1.10842657235,-1.10842657235,-0.554213286177
2013-03-24,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2013-03-24,0.0,0.0,0.0,0.0,0.0,,
2013-03-25,,,,,0.0,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2013-03-25,0.0,0.0,0.437684475283,0.0,0.437684475283,0.437684475283,0.437684475283
2013-03-26,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2013-03-26,-0.435268390402,0.0,0.0,0.0,-0.435268390402,-0.435268390402,-0.435268390402
2013-03-27,1.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013-03-27,0.608258448638,0.0,-0.606083972245,0.0,0.00217447639252,0.00217447639252,0.00108723819626
2013-03-28,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013-03-28,0.0,0.0,0.0,0.0,0.0,,
2013-03-29,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013-03-29,0.547432603774,0.0,0.0,0.0,0.547432603774,0.547432603774,0.547432603774
2013-03-30,,,,,0.0,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2013-03-30,0.0,0.0,-0.545475575021,0.0,-0.545475575021,-0.545475575021,-0.545475575021
2013-03-31,0.0,1.0,0.0,1.0,0.0,,,,,1.0,0.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2013-03-31,-0.507310656603,0.0,0.509071982481,0.0,0.00176132587794,0.00176132587794,0.000880662938971
2013-04-01,0.0,1.0,0.0,1.0,1.0,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2013-04-01,-0.456579590943,0.0,0.0,0.5,0.043420409057,0.043420409057,0.0217102045285
2013-04-02,,,,,1.0,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,2013-04-02,0.0,0.0,0.458164784233,0.0,0.458164784233,0.458164784233,0.458164784233
2013-04-03,1.0,0.0,0.0,1.0,1.0,,,,,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2013-04-03,0.589078368151,0.0,0.0,0.45,1.03907836815,1.03907836815,0.519539184076
2013-04-04,,,,,1.0,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2013-04-04,0.0,0.0,0.41234830581,-0.595,-0.18265169419,-0.18265169419,-0.0913258470951
2013-04-05,0.0,1.0,0.0,1.0,1.0,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,4.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,2013-04-05,-0.469829468664,0.0,0.0,0.4645,-0.00532946866385,-0.00532946866385,-0.00266473433192
2013-04-06,,,,,1.0,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2013-04-06,0.0,0.0,-0.628886524771,-0.58195,-1.21083652477,-1.21083652477,-0.605418262386
2013-04-07,1.0,0.0,0.0,1.0,1.0,,,,,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2013-04-07,0.577153478203,0.0,0.0,0.476245,1.0533984782,1.0533984782,0.526699239101
2013-04-08,,,,,1.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2013-04-08,0.0,0.0,0.434002127706,0.4286205,0.862622627706,0.862622627706,0.431311313853
2013-04-09,,,,,1.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2013-04-09,0.0,0.0,0.0,0.0,0.0,,
2013-04-10,0.0,1.0,0.0,1.0,1.0,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2013-04-10,-0.480561869618,0.0,0.390601914935,-0.61424155,-0.704201504682,-0.704201504682,-0.234733834894
2013-04-11,,,,,1.0,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2013-04-11,0.0,0.0,-0.648458276558,-0.552817395,-1.20127567156,-1.20127567156,-0.600637835779
2013-04-12,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2013-04-12,-0.432505682656,0.0,0.0,0.0,-0.432505682656,-0.432505682656,-0.432505682656
2013-04-13,1.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3,2.0,1.0,1.0,0.666666666667,0.333333333333,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2013-04-13,0.61074488561,0.0,-0.583612448902,0.5024643445,0.529596781207,0.529596781207,0.176532260402
2013-04-14,,,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2013-04-14,0.0,0.0,0.0,0.45221791005,0.45221791005,0.45221791005,0.45221791005
2013-04-15,,,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2013-04-15,0.0,0.0,0.0,0.406996119045,0.406996119045,0.406996119045,0.406996119045
2013-04-16,,,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2013-04-16,0.0,0.0,0.0,0.36629650714,0.36629650714,0.36629650714,0.36629650714
2013-04-17,0.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,5.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,2013-04-17,-0.450329602951,0.0,-0.525251204012,0.329666856426,-0.645913950537,-0.645913950537,-0.215304650179
2013-04-18,,,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,2013-04-18,0.0,0.0,0.0,0.296700170784,0.296700170784,0.296700170784,0.296700170784
2013-04-19,,,,,1.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,6.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,2013-04-19,0.0,0.0,0.0,0.0,0.0,,
2013-04-20,,,,,1.0,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,7.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,2013-04-20,0.0,0.0,-0.472726083611,0.267030153705,-0.205695929905,-0.205695929905,-0.102847964953
2013-04-21,,,,,1.0,,,,,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2,1.0,2.0,-1.0,0.333333333333,0.666666666667,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,2013-04-21,0.0,0.0,0.57454652475,-0.759672861665,-0.185126336915,-0.185126336915,-0.0925631684575
2013-04-22,,,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,2013-04-22,0.0,0.0,0.0,0.316294424501,0.316294424501,0.316294424501,0.316294424501
2013-04-23,,,,,1.0,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2013-04-23,0.0,0.0,-0.482908127725,-0.715335017949,-1.19824314567,-1.19824314567,-0.599121572837
2013-04-24,,,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2013-04-24,0.0,0.0,0.0,0.356198483846,0.356198483846,0.356198483846,0.356198483846
2013-04-25,,,,,1.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2013-04-25,0.0,0.0,0.565382685048,0.320578635462,0.885961320509,0.885961320509,0.442980660255
2013-04-26,,,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2013-04-26,0.0,0.0,0.0,0.288520771915,0.288520771915,0.288520771915,0.288520771915
2013-04-27,,,,,1.0,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2013-04-27,0.0,0.0,-0.491155583457,0.259668694724,-0.231486888733,-0.231486888733,-0.115743444367
2013-04-28,,,,,1.0,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2013-04-28,0.0,0.0,-0.442040025111,0.233701825251,-0.20833819986,-0.20833819986,-0.10416909993
2013-04-29,,,,,1.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2013-04-29,0.0,0.0,0.0,0.0,0.0,,
2013-04-30,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2013-04-30,0.0,0.0,0.0,-0.789668357274,-0.789668357274,-0.789668357274,-0.789668357274
2013-05-01,,,,,1.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2013-05-01,0.0,0.0,0.6021639774,0.289298478454,0.891462455853,0.891462455853,0.445731227927
2013-05-02,,,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2013-05-02,0.0,0.0,0.0,0.260368630608,0.260368630608,0.260368630608,0.260368630608
2013-05-03,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-03,0.0,0.0,0.0,-0.765668232453,-0.765668232453,-0.765668232453,-0.765668232453
2013-05-04,,,,,1.0,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2013-05-04,0.0,0.0,-0.45805242034,-0.689101409207,-1.14715382955,-1.14715382955,-0.573576914774
2013-05-05,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2013-05-05,0.0,0.0,0.0,-0.620191268287,-0.620191268287,-0.620191268287,-0.620191268287
2013-05-06,,,,,1.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2013-05-06,0.0,0.0,0.587752821694,0.441827858542,1.02958068024,1.02958068024,0.514790340118
2013-05-07,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-05-07,0.0,0.0,0.0,-0.602354927312,-0.602354927312,-0.602354927312,-0.602354927312
2013-05-08,,,,,1.0,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2013-05-08,0.0,0.0,0.528977539524,-0.542119434581,-0.0131418950565,-0.0131418950565,-0.00657094752824
2013-05-09,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2013-05-09,0.0,0.0,0.0,-0.487907491123,-0.487907491123,-0.487907491123,-0.487907491123
2013-05-10,,,,,1.0,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2013-05-10,0.0,0.0,-0.523920214428,0.560883257989,0.0369630435614,0.0369630435614,0.0184815217807
2013-05-11,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2013-05-11,0.0,0.0,0.0,-0.495205067809,-0.495205067809,-0.495205067809,-0.495205067809
2013-05-12,,,,,1.0,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2013-05-12,0.0,0.0,-0.471528192985,-0.445684561029,-0.917212754014,-0.917212754014,-0.458606377007
2013-05-13,,,,,1.0,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2013-05-13,0.0,0.0,0.575624626313,0.0,0.575624626313,0.575624626313,0.575624626313
2013-05-14,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2013-05-14,0.0,0.0,0.0,-0.401116104926,-0.401116104926,-0.401116104926,-0.401116104926
2013-05-15,,,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2013-05-15,0.0,0.0,0.0,0.638995505567,0.638995505567,0.638995505567,0.638995505567
2013-05-16,,,,,1.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2013-05-16,0.0,0.0,0.518062163682,0.57509595501,1.09315811869,1.09315811869,0.546579059346
2013-05-17,,,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2013-05-17,0.0,0.0,0.0,0.517586359509,0.517586359509,0.517586359509,0.517586359509
2013-05-18,,,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2013-05-18,0.0,0.0,0.0,0.465827723558,0.465827723558,0.465827723558,0.465827723558
2013-05-19,,,,,1.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,2013-05-19,0.0,0.0,0.466255947314,0.419244951202,0.885500898516,0.885500898516,0.442750449258
2013-05-20,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2013-05-20,0.0,0.0,0.0,-0.622679543918,-0.622679543918,-0.622679543918,-0.622679543918
2013-05-21,,,,,1.0,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2013-05-21,0.0,0.0,0.419630352582,-0.560411589526,-0.140781236944,-0.140781236944,-0.0703906184718
2013-05-22,,,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2013-05-22,0.0,0.0,0.0,0.495629569427,0.495629569427,0.495629569427,0.495629569427
2013-05-23,,,,,1.0,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2013-05-23,0.0,0.0,-0.622332682676,-0.553933387516,-1.17626607019,-1.17626607019,-0.588133035096
