,celtics_wins,celtics_losses,celtics_ties,celtics_num_events,temp,patriots_wins,patriots_losses,patriots_ties,patriots_num_events,bruins_wins,bruins_losses,bruins_ties,bruins_num_events,red-sox_wins,red-sox_losses,red-sox_ties,red-sox_num_events,num_events,sum_wins,sum_losses,sports_composite,p_win,p_loss,sum_streak,sum_loss_streak,celtics_streak,celtics_loss_streak,patriots_streak,patriots_loss_streak,bruins_streak,bruins_loss_streak,red-sox_streak,red-sox_loss_streak,date,celtics_pe,patriots_pe,bruins_pe,red-sox_pe,sum_pe,sum_pe_with_na,mean_pe
2013-10-17,,,,,1.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2013-10-17,0.0,0.0,0.476245,0.428082570489,0.904327570489,0.904327570489,0.452163785244
2013-10-18,,,,,1.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2013-10-18,0.0,0.0,0.0,0.0,0.0,,
2013-10-19,,,,,1.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2013-10-19,0.0,0.0,0.4286205,0.38527431344,0.81389481344,0.81389481344,0.40694740672
2013-10-20,,,,,1.0,0.0,1.0,0.0,1.0,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2013-10-20,0.0,-0.6442795,0.0,0.0,-0.6442795,-0.6442795,-0.6442795
2013-10-21,,,,,1.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2013-10-21,0.0,0.0,0.0,0.0,0.0,,
2013-10-22,,,,,1.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2013-10-22,0.0,0.0,0.0,0.0,0.0,,
2013-10-23,,,,,1.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,2013-10-23,0.0,0.0,0.38575845,0.346746882096,0.732505332096,0.732505332096,0.366252666048
2013-10-24,,,,,1.0,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,4.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,2013-10-24,0.0,0.0,0.347182605,-0.687927806114,-0.340745201114,-0.340745201114,-0.170372600557
2013-10-25,,,,,1.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,4.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,2013-10-25,0.0,0.0,0.0,0.0,0.0,,
2013-10-26,,,,,1.0,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2013-10-26,0.0,0.0,-0.6875356555,-0.619135025502,-1.306670681,-1.306670681,-0.653335340501
2013-10-27,,,,,1.0,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-10-27,0.0,0.42014845,0.0,0.442778477048,0.862926927048,0.862926927048,0.431463463524
2013-10-28,,,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2013-10-28,0.0,0.0,0.0,0.398500629343,0.398500629343,0.398500629343,0.398500629343
2013-10-29,,,,,1.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2013-10-29,0.0,0.0,0.0,0.0,0.0,,
2013-10-30,,,,,1.0,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,4.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,2013-10-30,0.0,0.0,-0.61878208995,0.358650566409,-0.260131523541,-0.260131523541,-0.130065761771
2013-10-31,,,,,0.0,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2013-10-31,0.0,0.0,0.443096119045,0.0,0.443096119045,0.443096119045,0.443096119045
2013-11-01,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2013-11-01,-0.5,0.0,0.0,0.0,-0.5,-0.5,-0.5
2013-11-02,,,,,0.0,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2013-11-02,0.0,0.0,-0.60121349286,0.0,-0.60121349286,-0.60121349286,-0.60121349286
2013-11-03,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,4.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2013-11-03,-0.45,0.378133605,0.0,0.0,-0.071866395,-0.071866395,-0.0359331975
2013-11-04,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,2.0,5.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,2013-11-04,-0.405,0.0,0.0,0.0,-0.405,-0.405,-0.405
2013-11-05,,,,,0.0,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,2.0,6.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,2013-11-05,0.0,0.0,-0.541092143574,0.0,-0.541092143574,-0.541092143574,-0.541092143574
2013-11-06,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2013-11-06,0.6355,0.0,0.0,0.0,0.6355,0.6355,0.6355
2013-11-07,,,,,0.0,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2013-11-07,0.0,0.0,0.513017070784,0.0,0.513017070784,0.513017070784,0.513017070784
2013-11-08,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2013-11-08,0.57195,0.0,0.0,0.0,0.57195,0.57195,0.57195
2013-11-09,1.0,0.0,0.0,1.0,0.0,,,,,1.0,0.0,0.0,1.0,,,,,2,2.0,0.0,2.0,1.0,0.0,7.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2013-11-09,0.514755,0.0,0.461715363705,0.0,0.976470363705,0.976470363705,0.488235181853
2013-11-10,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,7.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2013-11-10,0.0,0.0,0.0,0.0,0.0,,
2013-11-11,1.0,0.0,0.0,1.0,0.0,,,,,1.0,0.0,0.0,1.0,,,,,2,2.0,0.0,2.0,1.0,0.0,9.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2013-11-11,0.4632795,0.0,0.415543827335,0.0,0.878823327335,0.878823327335,0.439411663667
2013-11-12,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,9.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2013-11-12,0.0,0.0,0.0,0.0,0.0,,
2013-11-13,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,5.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,2013-11-13,-0.58304845,0.0,0.0,0.0,-0.58304845,-0.58304845,-0.58304845
2013-11-14,,,,,0.0,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,2013-11-14,0.0,0.0,0.373989444601,0.0,0.373989444601,0.373989444601,0.373989444601
2013-11-15,0.0,1.0,0.0,1.0,0.0,,,,,0.0,1.0,0.0,1.0,,,,,2,0.0,2.0,-2.0,0.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2013-11-15,-0.524743605,0.0,-0.663409499859,0.0,-1.18815310486,-1.18815310486,-0.594076552429
2013-11-16,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,2.0,4.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2013-11-16,-0.4722692445,0.0,0.0,0.0,-0.4722692445,-0.4722692445,-0.4722692445
2013-11-17,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,2.0,4.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2013-11-17,0.0,0.0,0.0,0.0,0.0,,
2013-11-18,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,4.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2013-11-18,0.0,-0.6596797555,0.402931450127,0.0,-0.256748305373,-0.256748305373,-0.128374152686
2013-11-19,0.0,1.0,0.0,1.0,0.0,,,,,1.0,0.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,5.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,2013-11-19,-0.42504232005,0.0,0.362638305114,0.0,-0.0624040149356,-0.0624040149356,-0.0312020074678
2013-11-20,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,2.0,6.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,2013-11-20,-0.382538088045,0.0,0.0,0.0,-0.382538088045,-0.382538088045,-0.382538088045
2013-11-21,,,,,0.0,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,7.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,2013-11-21,0.0,0.0,-0.673625525397,0.0,-0.673625525397,-0.673625525397,-0.673625525397
2013-11-22,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,8.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,2013-11-22,-0.344284279241,0.0,0.0,0.0,-0.344284279241,-0.344284279241,-0.344284279241
2013-11-23,1.0,0.0,0.0,1.0,0.0,,,,,1.0,0.0,0.0,1.0,,,,,2,2.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2013-11-23,0.690144148684,0.0,0.393737027143,0.0,1.08388117583,1.08388117583,0.541940587913
2013-11-24,,,,,0.0,1.0,0.0,0.0,1.0,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2013-11-24,0.0,0.40628822005,0.0,0.0,0.40628822005,0.40628822005,0.40628822005
2013-11-25,1.0,0.0,0.0,1.0,0.0,,,,,1.0,0.0,0.0,1.0,,,,,2,2.0,0.0,2.0,1.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2013-11-25,0.621129733815,0.0,0.354363324428,0.0,0.975493058244,0.975493058244,0.487746529122
2013-11-26,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,5.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2013-11-26,0.0,0.0,0.0,0.0,0.0,,
2013-11-27,0.0,1.0,0.0,1.0,0.0,,,,,0.0,1.0,0.0,1.0,,,,,2,0.0,2.0,-2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2013-11-27,-0.440983239566,0.0,-0.681073008014,0.0,-1.12205624758,-1.12205624758,-0.56102812379
2013-11-28,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2013-11-28,0.0,0.0,0.0,0.0,0.0,,
2013-11-29,1.0,0.0,0.0,1.0,0.0,,,,,1.0,0.0,0.0,1.0,,,,,2,2.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2013-11-29,0.60311508439,0.0,0.387034292787,0.0,0.990149377177,0.990149377177,0.495074688589
2013-11-30,0.0,1.0,0.0,1.0,0.0,,,,,1.0,0.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2013-11-30,-0.457196424049,0.0,0.348330863508,0.0,-0.10886556054,-0.10886556054,-0.0544327802702
2013-12-01,,,,,0.0,1.0,0.0,0.0,1.0,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2013-12-01,0.0,0.365659398045,0.0,0.0,0.365659398045,0.365659398045,0.365659398045
2013-12-02,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,4.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2013-12-02,0.0,0.0,0.0,0.0,0.0,,
2013-12-03,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2013-12-03,0.588523218356,0.0,0.0,0.0,0.588523218356,0.588523218356,0.588523218356
2013-12-04,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,5.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2013-12-04,0.0,0.0,0.0,0.0,0.0,,
2013-12-05,,,,,0.0,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2013-12-05,0.0,0.0,-0.686502222843,0.0,-0.686502222843,-0.686502222843,-0.686502222843
2013-12-06,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2013-12-06,0.529670896521,0.0,0.0,0.0,0.529670896521,0.529670896521,0.529670896521
2013-12-07,,,,,0.0,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2013-12-07,0.0,0.0,0.382147999442,0.0,0.382147999442,0.382147999442,0.382147999442
2013-12-08,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,3,3.0,0.0,3.0,1.0,0.0,8.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2013-12-08,0.476703806868,0.329093458241,0.343933199498,0.0,1.14973046461,1.14973046461,0.383243488202
2013-12-09,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,8.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2013-12-09,0.0,0.0,0.0,0.0,0.0,,
2013-12-10,0.0,1.0,0.0,1.0,0.0,,,,,1.0,0.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,6.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,2013-12-10,-0.570966573818,0.0,0.309539879548,0.0,-0.261426694271,-0.261426694271,-0.130713347135
2013-12-11,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,6.0,2.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,2013-12-11,-0.513869916437,0.0,0.0,0.0,-0.513869916437,-0.513869916437,-0.513869916437
2013-12-12,,,,,0.0,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,7.0,2.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,2013-12-12,0.0,0.0,0.278585891593,0.0,0.278585891593,0.278585891593,0.278585891593
2013-12-13,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,2013-12-13,0.537517075207,0.0,0.0,0.0,0.537517075207,0.537517075207,0.537517075207
2013-12-14,,,,,0.0,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2013-12-14,0.0,0.0,-0.749272697566,0.0,-0.749272697566,-0.749272697566,-0.749272697566
2013-12-15,,,,,0.0,0.0,1.0,0.0,1.0,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2013-12-15,0.0,-0.703815887584,0.0,0.0,-0.703815887584,-0.703815887584,-0.703815887584
2013-12-16,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2013-12-16,0.483765367686,0.0,0.0,0.0,0.483765367686,0.483765367686,0.483765367686
2013-12-17,,,,,0.0,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2013-12-17,0.0,0.0,0.32565457219,0.0,0.32565457219,0.32565457219,0.32565457219
2013-12-18,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2013-12-18,-0.564611169082,0.0,0.0,0.0,-0.564611169082,-0.564611169082,-0.564611169082
2013-12-19,,,,,0.0,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2013-12-19,0.0,0.0,-0.706910885029,0.0,-0.706910885029,-0.706910885029,-0.706910885029
2013-12-20,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2013-12-20,0.0,0.0,0.0,0.0,0.0,,
2013-12-21,0.0,1.0,0.0,1.0,0.0,,,,,1.0,0.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2013-12-21,-0.508150052174,0.0,0.363780203474,0.0,-0.1443698487,-0.1443698487,-0.0721849243499
2013-12-22,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2013-12-22,-0.457335046957,0.366565701175,0.0,0.0,-0.0907693457818,-0.0907693457818,-0.0453846728909
2013-12-23,,,,,0.0,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2013-12-23,0.0,0.0,0.327402183127,0.0,0.327402183127,0.327402183127,0.327402183127
2013-12-24,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,3.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2013-12-24,0.0,0.0,0.0,0.0,0.0,,
2013-12-25,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,3.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2013-12-25,0.0,0.0,0.0,0.0,0.0,,
2013-12-26,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,3.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2013-12-26,0.0,0.0,0.0,0.0,0.0,,
2013-12-27,,,,,0.0,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,2013-12-27,0.0,0.0,0.294661964814,0.0,0.294661964814,0.294661964814,0.294661964814
2013-12-28,1.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2013-12-28,0.588398457739,0.0,-0.734804231667,0.0,-0.146405773928,-0.146405773928,-0.0732028869641
2013-12-29,,,,,0.0,1.0,0.0,0.0,1.0,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2013-12-29,0.0,0.329909131057,0.0,0.0,0.329909131057,0.329909131057,0.329909131057
2013-12-30,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013-12-30,0.0,0.0,0.0,0.0,0.0,,
2013-12-31,0.0,1.0,0.0,1.0,0.0,,,,,0.0,1.0,0.0,1.0,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2013-12-31,-0.470441388035,0.0,-0.661323808501,0.0,-1.13176519654,-1.13176519654,-0.565882598268
