,kings_wins,kings_losses,kings_ties,kings_num_events,temp,dodgers_wins,dodgers_losses,dodgers_ties,dodgers_num_events,angels_wins,angels_losses,angels_ties,angels_num_events,lakers_wins,lakers_losses,lakers_ties,lakers_num_events,clippers_wins,clippers_losses,clippers_ties,clippers_num_events,num_events,sum_wins,sum_losses,sports_composite,p_win,p_loss,sum_streak,sum_loss_streak,kings_streak,kings_loss_streak,dodgers_streak,dodgers_loss_streak,angels_streak,angels_loss_streak,lakers_streak,lakers_loss_streak,clippers_streak,clippers_loss_streak,date,kings_pe,dodgers_pe,angels_pe,lakers_pe,clippers_pe,sum_pe,sum_pe_with_na,mean_pe
2013-05-22,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,5.0,2.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2013-05-22,0.0,0.635702608984,0.495135098058,0.0,0.0,1.13083770704,1.13083770704,0.565418853521
2013-05-23,1.0,0.0,0.0,1.0,0.0,,,,,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2013-05-23,0.424708829229,0.0,0.445621588252,0.0,0.0,0.870330417481,0.870330417481,0.435165208741
2013-05-24,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,7.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2013-05-24,0.0,-0.427867651914,0.401059429427,0.0,0.0,-0.0268082224868,-0.0268082224868,-0.0134041112434
2013-05-25,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2013-05-25,0.0,0.614919113277,0.360953486484,0.0,0.0,0.975872599762,0.975872599762,0.487936299881
2013-05-26,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,8.0,2.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2013-05-26,-0.617762053694,-0.44657279805,0.324858137836,0.0,0.0,-0.739476713908,-0.739476713908,-0.246492237969
2013-05-27,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-05-27,0.0,0.598084481755,-0.707627675948,0.0,0.0,-0.109543194193,-0.109543194193,-0.0547715970965
2013-05-28,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,3.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2013-05-28,0.444014151675,0.538276033579,-0.636864908353,0.0,0.0,0.345425276902,0.345425276902,0.115141758967
2013-05-29,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-05-29,0.0,-0.515551569779,0.426821582482,0.0,0.0,-0.0887299872963,-0.0887299872963,-0.0443649936481
2013-05-30,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,3.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2013-05-30,0.0,-0.463996412801,0.384139424234,0.0,0.0,-0.0798569885666,-0.0798569885666,-0.0399284942833
2013-05-31,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-05-31,0.0,0.582403228479,-0.654274518189,0.0,0.0,-0.07187128971,-0.07187128971,-0.035935644855
2013-06-01,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,3,0.0,3.0,-3.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2013-06-01,-0.600387263492,-0.475837094369,-0.58884706637,0.0,0.0,-1.66507142423,-1.66507142423,-0.555023808077
2013-06-02,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,3,0.0,3.0,-3.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2013-06-02,-0.540348537143,-0.428253384932,-0.529962359733,0.0,0.0,-1.49856428181,-1.49856428181,-0.499521427269
2013-06-03,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,6.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2013-06-03,0.0,0.614571953561,-0.47696612376,0.0,0.0,0.137605829801,0.137605829801,0.0688029149007
2013-06-04,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,3,3.0,0.0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-06-04,0.513686316571,0.553114758205,0.570730488616,0.0,0.0,1.63753156339,1.63753156339,0.545843854464
2013-06-05,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-06-05,0.0,-0.502196717615,-0.486342560246,0.0,0.0,-0.988539277861,-0.988539277861,-0.49426963893
2013-06-06,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-06-06,-0.537682315086,0.548022954146,0.0,0.0,0.0,0.0103406390605,0.0103406390605,0.00517031953027
2013-06-07,,,,,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-06-07,0.0,0.493220658732,0.0,0.0,0.0,0.493220658732,0.493220658732,0.493220658732
2013-06-08,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,,,,,,,,,3,1.0,3.0,-2.0,0.25,0.75,1.0,5.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2013-06-08,-0.483914083577,-0.556101407142,0.062291695779,0.0,0.0,-0.97772379494,-0.97772379494,-0.325907931647
2013-06-09,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2013-06-09,0.0,-0.500491266427,-0.443937473799,0.0,0.0,-0.944428740226,-0.944428740226,-0.472214370113
2013-06-10,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,2013-06-10,0.0,-0.450442139785,-0.399543726419,0.0,0.0,-0.849985866204,-0.849985866204,-0.424992933102
2013-06-11,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2013-06-11,0.0,0.594602074194,-0.359589353777,0.0,0.0,0.235012720417,0.235012720417,0.117506360208
2013-06-12,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-06-12,0.0,-0.464858133226,0.676369581601,0.0,0.0,0.211511448375,0.211511448375,0.105755724188
2013-06-13,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-06-14,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2013-06-14,0.0,-0.418372319903,0.608732623441,0.0,0.0,0.190360303538,0.190360303538,0.0951801517688
2013-06-15,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2013-06-15,0.0,0.623464912087,0.547859361096,0.0,0.0,1.17132427318,1.17132427318,0.585662136592
2013-06-16,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-06-16,0.0,-0.438881579121,-0.506926575013,0.0,0.0,-0.945808154135,-0.945808154135,-0.472904077067
2013-06-17,,,,,0.0,,,,,1.0,0.0,0.0,1.0,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-06-17,0.0,0.0,0.543766082488,0.0,0.0,0.543766082488,0.543766082488,0.543766082488
2013-06-18,,,,,0.0,,,,,0.0,1.0,0.0,1.0,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-06-18,0.0,0.0,-0.510610525761,0.0,0.0,-0.510610525761,-0.510610525761,-0.510610525761
2013-06-19,,,,,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,1.0,1.0,0.666666666667,0.333333333333,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-06-19,0.0,0.105006578791,0.540450526815,0.0,0.0,0.645457105606,0.645457105606,0.322728552803
2013-06-20,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2013-06-20,0.0,-0.405494079088,0.486405474134,0.0,0.0,0.0809113950455,0.0809113950455,0.0404556975228
2013-06-21,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-06-21,0.0,-0.36494467118,-0.56223507328,0.0,0.0,-0.927179744459,-0.927179744459,-0.46358987223
2013-06-22,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2013-06-22,0.0,0.671549795938,-0.506011565952,0.0,0.0,0.165538229987,0.165538229987,0.0827691149934
2013-06-23,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2013-06-23,0.0,0.604394816345,-0.455410409356,0.0,0.0,0.148984406988,0.148984406988,0.0744922034941
2013-06-24,,,,,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2013-06-24,0.0,0.54395533471,0.0,0.0,0.0,0.54395533471,0.54395533471,0.54395533471
2013-06-25,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-06-25,0.0,0.489559801239,0.590130631579,0.0,0.0,1.07969043282,1.07969043282,0.539845216409
2013-06-26,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2013-06-26,0.0,0.440603821115,0.531117568421,0.0,0.0,0.971721389537,0.971721389537,0.485860694768
2013-06-27,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2013-06-27,0.0,0.396543439004,0.478005811579,0.0,0.0,0.874549250583,0.874549250583,0.437274625291
2013-06-28,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,4.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2013-06-28,0.0,-0.643110904897,0.430205230421,0.0,0.0,-0.212905674475,-0.212905674475,-0.106452837238
2013-06-29,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2013-06-29,0.0,0.421200185593,0.387184707379,0.0,0.0,0.808384892972,0.808384892972,0.404192446486
2013-06-30,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2013-06-30,0.0,0.379080167034,0.348466236641,0.0,0.0,0.727546403675,0.727546403675,0.363773201837
2013-07-01,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,8.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-07-02,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2013-07-02,0.0,0.34117215033,0.313619612977,0.0,0.0,0.654791763307,0.654791763307,0.327395881654
2013-07-03,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,4.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-07-03,0.0,0.307054935297,-0.717742348321,0.0,0.0,-0.410687413023,-0.410687413023,-0.205343706512
2013-07-04,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-07-04,0.0,-0.723650558232,0.354031886511,0.0,0.0,-0.369618671721,-0.369618671721,-0.18480933586
2013-07-05,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-07-05,0.0,0.348714497591,-0.68137130214,0.0,0.0,-0.332656804549,-0.332656804549,-0.166328402274
2013-07-06,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-07-06,0.0,-0.686156952168,0.386765828074,0.0,0.0,-0.299391124094,-0.299391124094,-0.149695562047
2013-07-07,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2013-07-07,0.0,0.382458743049,0.348089245267,0.0,0.0,0.730547988315,0.730547988315,0.365273994158
2013-07-08,,,,,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2013-07-08,0.0,0.344212868744,0.0,0.0,0.0,0.344212868744,0.344212868744,0.344212868744
2013-07-09,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-07-09,0.0,0.309791581869,-0.68671967926,0.0,0.0,-0.376928097391,-0.376928097391,-0.188464048695
2013-07-10,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-07-10,0.0,0.278812423682,0.381952288666,0.0,0.0,0.660764712349,0.660764712349,0.330382356174
2013-07-11,,,,,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-07-11,0.0,0.250931181314,0.0,0.0,0.0,0.250931181314,0.250931181314,0.250931181314
2013-07-12,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-07-12,0.0,-0.774161936817,-0.6562429402,0.0,0.0,-1.43040487702,-1.43040487702,-0.715202438509
2013-07-13,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2013-07-13,0.0,0.303254256864,-0.59061864618,0.0,0.0,-0.287364389316,-0.287364389316,-0.143682194658
2013-07-14,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2013-07-14,0.0,-0.727071168822,-0.531556781562,0.0,0.0,-1.25862795038,-1.25862795038,-0.629313975192
2013-07-15,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2013-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-07-16,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2013-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-07-17,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2013-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-07-18,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2013-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-07-19,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-07-19,0.0,0.34563594806,0.521598896594,0.0,0.0,0.867234844654,0.867234844654,0.433617422327
2013-07-20,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2013-07-20,0.0,0.311072353254,0.469439006934,0.0,0.0,0.780511360189,0.780511360189,0.390255680094
2013-07-21,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-07-21,0.0,0.279965117929,-0.577504893759,0.0,0.0,-0.29753977583,-0.29753977583,-0.148769887915
2013-07-22,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2013-07-22,0.0,0.251968606136,-0.519754404383,0.0,0.0,-0.267785798247,-0.267785798247,-0.133892899124
2013-07-23,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,5.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2013-07-23,0.0,0.226771745522,-0.467778963945,0.0,0.0,-0.241007218422,-0.241007218422,-0.120503609211
2013-07-24,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-07-24,0.0,0.20409457097,0.57899893245,0.0,0.0,0.78309350342,0.78309350342,0.39154675171
2013-07-25,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2013-07-25,0.0,-0.816314886127,0.521099039205,0.0,0.0,-0.295215846922,-0.295215846922,-0.147607923461
2013-07-26,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-07-26,0.0,0.265316602486,-0.531010864716,0.0,0.0,-0.26569426223,-0.26569426223,-0.132847131115
2013-07-27,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2013-07-27,0.0,0.238784942237,-0.477909778244,0.0,0.0,-0.239124836007,-0.239124836007,-0.119562418003
2013-07-28,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2013-07-28,0.0,0.214906448013,-0.43011880042,0.0,0.0,-0.215212352406,-0.215212352406,-0.107606176203
2013-07-29,,,,,0.0,,,,,0.0,1.0,0.0,1.0,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2013-07-29,0.0,0.0,-0.387106920378,0.0,0.0,-0.387106920378,-0.387106920378,-0.387106920378
2013-07-30,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,4.0,5.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2013-07-30,0.0,0.193415803212,-0.34839622834,0.0,0.0,-0.154980425128,-0.154980425128,-0.0774902125639
2013-07-31,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2013-07-31,0.0,-0.825925777109,-0.313556605506,0.0,0.0,-1.13948238262,-1.13948238262,-0.569741191308
